Source Name,Comment[ENA_SAMPLE],Comment[BioSD_SAMPLE],Characteristics[organism],Characteristics[ecotype],Characteristics[growth condition],Characteristics[age],Unit[time unit],Characteristics[developmental stage],Characteristics[organism part],Characteristics[genotype],Characteristics[stimulus],Comment[replicate],Material Type,Protocol REF,Performer,Protocol REF,Performer,Protocol REF,Performer,Protocol REF,Performer,Protocol REF,Performer,Extract Name,Comment[LIBRARY_LAYOUT],Comment[LIBRARY_SELECTION],Comment[LIBRARY_SOURCE],Comment[LIBRARY_STRAND],Comment[LIBRARY_STRATEGY],Protocol REF,Performer,Assay Name,Comment[technical replicate group],Technology Type,Comment[ENA_EXPERIMENT],Scan Name,Comment[SUBMITTED_FILE_NAME],Comment[ENA_RUN],Comment[FASTQ_URI],Protocol REF,Performer,Protocol REF,Derived Array Data File,Comment [Derived ArrayExpress FTP file],Factor Value[genotype],Factor Value[compound],Factor Value[dose],Unit[dose unit],Factor Value[time],Unit[time unit]
R2_efr-1_elf18_090,ERS5229449,SAMEA7471753,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_efr-1_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_efr-1_elf18_090,group 131,sequencing assay,ERX4623815,R2-1_efr-1_elf18_090.fq.gz,R2-1_efr-1_elf18_090.fq.gz,ERR4702986,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/006/ERR4702986/ERR4702986.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,90,minute
R2_efr-1_elf18_090,ERS5229449,SAMEA7471753,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_efr-1_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_efr-1_elf18_090,group 131,sequencing assay,ERX4623815,R2-2_efr-1_elf18_090.fq.gz,R2-2_efr-1_elf18_090.fq.gz,ERR4702987,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/007/ERR4702987/ERR4702987.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,90,minute
R2_efr-1_elf18_180,ERS5229450,SAMEA7471754,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_efr-1_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-1_efr-1_elf18_180,group 132,sequencing assay,ERX4623816,R2-1_efr-1_elf18_180.fq.gz,R2-1_efr-1_elf18_180.fq.gz,ERR4702988,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/008/ERR4702988/ERR4702988.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,180,minute
R2_efr-1_elf18_180,ERS5229450,SAMEA7471754,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,2,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R2_efr-1_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R2-2_efr-1_elf18_180,group 132,sequencing assay,ERX4623816,R2-2_efr-1_elf18_180.fq.gz,R2-2_efr-1_elf18_180.fq.gz,ERR4702989,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/009/ERR4702989/ERR4702989.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,180,minute
R3_efr-1_elf18_000,ERS5229451,SAMEA7471755,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_efr-1_elf18_000,group 133,sequencing assay,ERX4623817,R3-1_efr-1_elf18_000.fq.gz,R3-1_efr-1_elf18_000.fq.gz,ERR4702990,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/000/ERR4702990/ERR4702990.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,0,minute
R3_efr-1_elf18_000,ERS5229451,SAMEA7471755,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_efr-1_elf18_000,group 133,sequencing assay,ERX4623817,R3-2_efr-1_elf18_000.fq.gz,R3-2_efr-1_elf18_000.fq.gz,ERR4702991,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/001/ERR4702991/ERR4702991.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,0,minute
R3_efr-1_elf18_005,ERS5229452,SAMEA7471756,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_efr-1_elf18_005,group 134,sequencing assay,ERX4623818,R3-1_efr-1_elf18_005.fq.gz,R3-1_efr-1_elf18_005.fq.gz,ERR4702992,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/002/ERR4702992/ERR4702992.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,5,minute
R3_efr-1_elf18_005,ERS5229452,SAMEA7471756,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_efr-1_elf18_005,group 134,sequencing assay,ERX4623818,R3-2_efr-1_elf18_005.fq.gz,R3-2_efr-1_elf18_005.fq.gz,ERR4702993,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/003/ERR4702993/ERR4702993.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,5,minute
R3_efr-1_elf18_010,ERS5229453,SAMEA7471757,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_efr-1_elf18_010,group 135,sequencing assay,ERX4623819,R3-1_efr-1_elf18_010.fq.gz,R3-1_efr-1_elf18_010.fq.gz,ERR4702994,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/004/ERR4702994/ERR4702994.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,10,minute
R3_efr-1_elf18_010,ERS5229453,SAMEA7471757,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_efr-1_elf18_010,group 135,sequencing assay,ERX4623819,R3-2_efr-1_elf18_010.fq.gz,R3-2_efr-1_elf18_010.fq.gz,ERR4702995,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/005/ERR4702995/ERR4702995.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,10,minute
R3_efr-1_elf18_030,ERS5229454,SAMEA7471758,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_030,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_efr-1_elf18_030,group 136,sequencing assay,ERX4623820,R3-1_efr-1_elf18_030.fq.gz,R3-1_efr-1_elf18_030.fq.gz,ERR4702996,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/006/ERR4702996/ERR4702996.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,30,minute
R3_efr-1_elf18_030,ERS5229454,SAMEA7471758,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_030,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_efr-1_elf18_030,group 136,sequencing assay,ERX4623820,R3-2_efr-1_elf18_030.fq.gz,R3-2_efr-1_elf18_030.fq.gz,ERR4702997,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/007/ERR4702997/ERR4702997.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,30,minute
R3_efr-1_elf18_090,ERS5229455,SAMEA7471759,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_efr-1_elf18_090,group 137,sequencing assay,ERX4623821,R3-1_efr-1_elf18_090.fq.gz,R3-1_efr-1_elf18_090.fq.gz,ERR4702998,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/008/ERR4702998/ERR4702998.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,90,minute
R3_efr-1_elf18_090,ERS5229455,SAMEA7471759,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_efr-1_elf18_090,group 137,sequencing assay,ERX4623821,R3-2_efr-1_elf18_090.fq.gz,R3-2_efr-1_elf18_090.fq.gz,ERR4702999,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/009/ERR4702999/ERR4702999.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,90,minute
R3_efr-1_elf18_180,ERS5229456,SAMEA7471760,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-1_efr-1_elf18_180,group 138,sequencing assay,ERX4623822,R3-1_efr-1_elf18_180.fq.gz,R3-1_efr-1_elf18_180.fq.gz,ERR4703000,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/000/ERR4703000/ERR4703000.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,180,minute
R3_efr-1_elf18_180,ERS5229456,SAMEA7471760,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,3,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R3_efr-1_elf18_180,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R3-2_efr-1_elf18_180,group 138,sequencing assay,ERX4623822,R3-2_efr-1_elf18_180.fq.gz,R3-2_efr-1_elf18_180.fq.gz,ERR4703001,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/001/ERR4703001/ERR4703001.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,180,minute
R4_efr-1_elf18_000,ERS5229457,SAMEA7471761,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-1_efr-1_elf18_000,group 139,sequencing assay,ERX4623823,R4-1_efr-1_elf18_000.fq.gz,R4-1_efr-1_elf18_000.fq.gz,ERR4703002,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/002/ERR4703002/ERR4703002.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,0,minute
R4_efr-1_elf18_000,ERS5229457,SAMEA7471761,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_000,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-2_efr-1_elf18_000,group 139,sequencing assay,ERX4623823,R4-2_efr-1_elf18_000.fq.gz,R4-2_efr-1_elf18_000.fq.gz,ERR4703003,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/003/ERR4703003/ERR4703003.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,0,minute
R4_efr-1_elf18_005,ERS5229458,SAMEA7471762,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-1_efr-1_elf18_005,group 140,sequencing assay,ERX4623824,R4-1_efr-1_elf18_005.fq.gz,R4-1_efr-1_elf18_005.fq.gz,ERR4703004,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/004/ERR4703004/ERR4703004.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,5,minute
R4_efr-1_elf18_005,ERS5229458,SAMEA7471762,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_005,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-2_efr-1_elf18_005,group 140,sequencing assay,ERX4623824,R4-2_efr-1_elf18_005.fq.gz,R4-2_efr-1_elf18_005.fq.gz,ERR4703005,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/005/ERR4703005/ERR4703005.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,5,minute
R4_efr-1_elf18_010,ERS5229459,SAMEA7471763,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-1_efr-1_elf18_010,group 141,sequencing assay,ERX4623825,R4-1_efr-1_elf18_010.fq.gz,R4-1_efr-1_elf18_010.fq.gz,ERR4703006,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/006/ERR4703006/ERR4703006.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,10,minute
R4_efr-1_elf18_010,ERS5229459,SAMEA7471763,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_010,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-2_efr-1_elf18_010,group 141,sequencing assay,ERX4623825,R4-2_efr-1_elf18_010.fq.gz,R4-2_efr-1_elf18_010.fq.gz,ERR4703007,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/007/ERR4703007/ERR4703007.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,10,minute
R4_efr-1_elf18_030,ERS5229460,SAMEA7471764,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_030,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-1_efr-1_elf18_030,group 142,sequencing assay,ERX4623826,R4-1_efr-1_elf18_030.fq.gz,R4-1_efr-1_elf18_030.fq.gz,ERR4703008,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/008/ERR4703008/ERR4703008.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,30,minute
R4_efr-1_elf18_030,ERS5229460,SAMEA7471764,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_030,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-2_efr-1_elf18_030,group 142,sequencing assay,ERX4623826,R4-2_efr-1_elf18_030.fq.gz,R4-2_efr-1_elf18_030.fq.gz,ERR4703009,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/009/ERR4703009/ERR4703009.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,30,minute
R4_efr-1_elf18_090,ERS5229461,SAMEA7471765,Arabidopsis thaliana,Col-0,long day length regimen,2,week,seedling development stage,whole organism,efr-1,elf18,4,whole organism,P-MTAB-102257,Marta Bjornson,P-MTAB-102258,Marta Bjornson,P-MTAB-102262,Marta Bjornson,P-MTAB-102259,Marta Bjornson,P-MTAB-102260,Marta Bjornson,R4_efr-1_elf18_090,SINGLE,Oligo-dT,TRANSCRIPTOMIC,not applicable,RNA-Seq,P-MTAB-102261,Marta Bjornson,R4-1_efr-1_elf18_090,group 143,sequencing assay,ERX4623827,R4-1_efr-1_elf18_090.fq.gz,R4-1_efr-1_elf18_090.fq.gz,ERR4703010,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR470/000/ERR4703010/ERR4703010.fastq.gz,P-MTAB-102263,Marta Bjornson,P-MTAB-102264,PRJEB25079_UncorrectedCounts.csv,ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-9694/E-MTAB-9694.processed.1.zip,efr-1,elf18,1,millimolar,90,minute
